"Source","Target"
"1406","1553"
"1406","1576"
"1406","1585"
"1406","1603"
"1406","1615"
"1406","1619"
"1406","1640"
"1406","1643"
"1406","1653"
"1406","1716"
"1406","1757"
"1406","1807"
"1406","1858"
"1406","1864"
"1406","2861"
"1406","3025"
"1406","3162"
"1406","3167"
"1406","3202"
"1406","3266"
"1406","3319"
"1406","3340"
"1406","3367"
"1406","3605"
"1406","3675"
"1406","3684"
"1406","3759"
"1406","4031"
"1406","4048"
"1406","4058"
"1406","4092"
"1406","4135"
"1406","4413"
"1406","4575"
"1406","4853"
"1406","4886"
"1408","1838"
"1409","1540"
"1409","1741"
"1409","1793"
"1409","1878"
"1409","2948"
"1409","3876"
"1409","4093"
"1409","4472"
"1410","1793"
"1411","1451"
"1412","1445"
"1412","3581"
"1412","3618"
"1412","3660"
"1412","4311"
"1412","4360"
"1412","4752"
"1413","4844"
"1417","1427"
"1418","2223"
"1418","3180"
"1418","4333"
"1418","4611"
"1420","1552"
"1420","1640"
"1420","1645"
"1420","1655"
"1420","1787"
"1420","1795"
"1420","1827"
"1420","1851"
"1420","1864"
"1420","2223"
"1420","2563"
"1420","3376"
"1420","3791"
"1420","3824"
"1420","3970"
"1420","4103"
"1420","4575"
"1421","1624"
"1422","1854"
"1427","1532"
"1428","1537"
"1428","1547"
"1428","1615"
"1428","1619"
"1428","1649"
"1428","1674"
"1428","1721"
"1428","1793"
"1428","1802"
"1428","1831"
"1428","1847"
"1428","2768"
"1428","2883"
"1428","3625"
"1428","3647"
"1428","3675"
"1428","3684"
"1428","3849"
"1428","4142"
"1428","4400"
"1428","4629"
"1430","1486"
"1431","1794"
"1431","1847"
"1431","4051"
"1434","1435"
"1434","1484"
"1434","2209"
"1434","2407"
"1434","2412"
"1434","3499"
"1434","3509"
"1434","3594"
"1434","4176"
"1434","4834"
"1435","1848"
"1435","1879"
"1435","2604"
"1435","2926"
"1435","3290"
"1435","3439"
"1435","3507"
"1435","3950"
"1435","4870"
"1436","3107"
"1436","3627"
"1437","4313"
"1438","1874"
"1438","3150"
"1438","3274"
"1438","4074"
"1439","1835"
"1441","4751"
"1442","3382"
"1442","3398"
"1442","3638"
"1442","4048"
"1442","4900"
"1444","2090"
"1445","1476"
"1445","1873"
"1445","2141"
"1445","2867"
"1445","2939"
"1445","3521"
"1445","3678"
"1445","3835"
"1445","3851"
"1445","3877"
"1445","3917"
"1445","3921"
"1445","3976"
"1445","3986"
"1445","4044"
"1445","4154"
"1445","4410"
"1445","4440"
"1445","4535"
"1445","4792"
"1445","4803"
"1446","2107"
"1446","4649"
"1446","4846"
"1447","1657"
"1447","1872"
"1448","1782"
"1449","1964"
"1449","3716"
"1450","1467"
"1450","1867"
"1450","2867"
"1450","3712"
"1450","3860"
"1450","4202"
"1451","2196"
"1451","2500"
"1451","3191"
"1451","3230"
"1451","3684"
"1451","3691"
"1451","3809"
"1451","3874"
"1451","4083"
"1451","4092"
"1451","4227"
"1451","4333"
"1451","4444"
"1452","1536"
"1452","1832"
"1453","1463"
"1453","1481"
"1453","1488"
"1453","2103"
"1453","3436"
"1453","3498"
"1453","3836"
"1453","3881"
"1453","4099"
"1453","4138"
"1453","4776"
"1453","4989"
"1456","4575"
"1456","4917"
"1457","1793"
"1457","2173"
"1457","3416"
"1457","3513"
"1457","3531"
"1457","3675"
"1457","3716"
"1457","3815"
"1457","3836"
"1457","3870"
"1457","4241"
"1457","4594"
"1458","1617"
"1458","2822"
"1458","4413"
"1459","1694"
"1459","2170"
"1459","2948"
"1459","3255"
"1459","3349"
"1460","3034"
"1463","1495"
"1463","1563"
"1463","1653"
"1463","1686"
"1463","1710"
"1463","1874"
"1463","2604"
"1463","2981"
"1463","3035"
"1463","3213"
"1463","3394"
"1463","3406"
"1463","3410"
"1463","3436"
"1463","3446"
"1463","3477"
"1463","3484"
"1463","3501"
"1463","3517"
"1463","3543"
"1463","3597"
"1463","3681"
"1463","3705"
"1463","3752"
"1463","3763"
"1463","3815"
"1463","3817"
"1463","3820"
"1463","3844"
"1463","3846"
"1463","3849"
"1463","3856"
"1463","3860"
"1463","3864"
"1463","3866"
"1463","3870"
"1463","3876"
"1463","3881"
"1463","3901"
"1463","3915"
"1463","3921"
"1463","3950"
"1463","3962"
"1463","3972"
"1463","3980"
"1463","3989"
"1463","4005"
"1463","4019"
"1463","4031"
"1463","4037"
"1463","4039"
"1463","4040"
"1463","4058"
"1463","4082"
"1463","4091"
"1463","4093"
"1463","4103"
"1463","4116"
"1463","4123"
"1463","4124"
"1463","4131"
"1463","4136"
"1463","4142"
"1463","4144"
"1463","4149"
"1463","4152"
"1463","4153"
"1463","4159"
"1463","4162"
"1463","4351"
"1463","4418"
"1466","4267"
"1466","4536"
"1466","4575"
"1467","4595"
"1468","2223"
"1470","4844"
"1471","1488"
"1471","1686"
"1471","1809"
"1471","3834"
"1471","4423"
"1471","4594"
"1471","4840"
"1471","4844"
"1471","4978"
"1474","4423"
"1475","2654"
"1475","3936"
"1475","4423"
"1476","1484"
"1476","2592"
"1476","2940"
"1476","3416"
"1476","4139"
"1476","4840"
"1478","2103"
"1478","2988"
"1478","3625"
"1478","4520"
"1479","2973"
"1480","4400"
"1481","4716"
"1482","1797"
"1483","1632"
"1483","3421"
"1484","1495"
"1484","1713"
"1484","1826"
"1484","2604"
"1484","3384"
"1484","3421"
"1484","3446"
"1484","3470"
"1484","3860"
"1484","3919"
"1484","3987"
"1484","4097"
"1484","4105"
"1484","4142"
"1484","4160"
"1484","4161"
"1484","4708"
"1486","3068"
"1487","4090"
"1488","1495"
"1488","1686"
"1488","1887"
"1488","2174"
"1488","2503"
"1488","2594"
"1488","2900"
"1488","2921"
"1488","2972"
"1488","3181"
"1488","3388"
"1488","3429"
"1488","3531"
"1488","3814"
"1488","3919"
"1488","4048"
"1488","4068"
"1488","4383"
"1488","4548"
"1488","4641"
"1488","4761"
"1488","4849"
"1489","4536"
"1490","2932"
"1490","3617"
"1490","4040"
"1490","4047"
"1490","4634"
"1491","1867"
"1493","3054"
"1493","4035"
"1495","1507"
"1495","1547"
"1495","1615"
"1495","1653"
"1495","1694"
"1495","1738"
"1495","1766"
"1495","2686"
"1495","3597"
"1495","4076"
"1495","4161"
"1495","4350"
"1495","4410"
"1495","4594"
"1497","1624"
"1497","4447"
"1498","3638"
"1499","1553"
"1499","1576"
"1499","1643"
"1499","1690"
"1499","1858"
"1499","1864"
"1499","3162"
"1499","3167"
"1499","3202"
"1499","3318"
"1499","3319"
"1499","4541"
"1499","4586"
"1500","1734"
"1500","3450"
"1500","4137"
"1501","1570"
"1501","1629"
"1501","1640"
"1501","1858"
"1501","1873"
"1501","2921"
"1501","2973"
"1501","3406"
"1501","3482"
"1501","3525"
"1501","3527"
"1501","3684"
"1501","3917"
"1501","3920"
"1501","3962"
"1501","4074"
"1501","4211"
"1501","4410"
"1501","4572"
"1502","4040"
"1503","3137"
"1507","1649"
"1507","1713"
"1507","2604"
"1507","2929"
"1507","3213"
"1507","3300"
"1507","3421"
"1507","3438"
"1507","3498"
"1507","3517"
"1507","3527"
"1507","3545"
"1507","3675"
"1507","3694"
"1507","3755"
"1507","3763"
"1507","3772"
"1507","3860"
"1507","3876"
"1507","3877"
"1507","3927"
"1507","3976"
"1507","3985"
"1507","3987"
"1507","3993"
"1507","4056"
"1507","4058"
"1507","4094"
"1507","4097"
"1507","4105"
"1507","4129"
"1507","4144"
"1507","4153"
"1507","4157"
"1507","4161"
"1507","4197"
"1507","4403"
"1507","4440"
"1507","4444"
"1507","4733"
"1507","4735"
"1508","2357"
"1508","3716"
"1508","3824"
"1508","4050"
"1508","4241"
"1508","4840"
"1508","4895"
"1512","3917"
"1513","1754"
"1516","1595"
"1516","2223"
"1516","3167"
"1516","3171"
"1516","3273"
"1516","3298"
"1516","3410"
"1516","3980"
"1517","2049"
"1517","2872"
"1517","3165"
"1517","3502"
"1517","4235"
"1517","4751"
"1519","3717"
"1519","3874"
"1519","4003"
"1519","4250"
"1519","4345"
"1519","4390"
"1520","1766"
"1524","1964"
"1524","4256"
"1524","4594"
"1526","3982"
"1529","3449"
"1529","3877"
"1529","4353"
"1529","4760"
"1529","4762"
"1531","4097"
"1532","1539"
"1532","1544"
"1532","1552"
"1532","1553"
"1532","1568"
"1532","1626"
"1532","1643"
"1532","1655"
"1532","1657"
"1532","1757"
"1532","1784"
"1532","1807"
"1532","1820"
"1532","1826"
"1532","1832"
"1532","1851"
"1532","1858"
"1532","1864"
"1532","1877"
"1532","2363"
"1532","2855"
"1532","2861"
"1532","2866"
"1532","3162"
"1532","3173"
"1532","3188"
"1532","3202"
"1532","3213"
"1532","3246"
"1532","3261"
"1532","3266"
"1532","3268"
"1532","3307"
"1532","3318"
"1532","3416"
"1532","3430"
"1532","3436"
"1532","3471"
"1532","3543"
"1532","3633"
"1532","3675"
"1532","3709"
"1532","3980"
"1532","4027"
"1532","4048"
"1532","4151"
"1532","4311"
"1532","4663"
"1532","4872"
"1536","3043"
"1537","2941"
"1537","3517"
"1538","4844"
"1539","1540"
"1539","1640"
"1539","1643"
"1539","1690"
"1539","1858"
"1539","2026"
"1539","2210"
"1539","2296"
"1539","3139"
"1539","3140"
"1539","3150"
"1539","3162"
"1539","3165"
"1539","3167"
"1539","3181"
"1539","3192"
"1539","3202"
"1539","3208"
"1539","3213"
"1539","3230"
"1539","3232"
"1539","3264"
"1539","3266"
"1539","3268"
"1539","3307"
"1539","3318"
"1539","3325"
"1539","3333"
"1539","3352"
"1539","3361"
"1539","3367"
"1539","3379"
"1539","3384"
"1539","3398"
"1539","3411"
"1539","3419"
"1539","3471"
"1539","3717"
"1539","3980"
"1539","4017"
"1539","4027"
"1539","4031"
"1539","4092"
"1539","4191"
"1539","4311"
"1539","4463"
"1539","4538"
"1539","4776"
"1540","1546"
"1540","1553"
"1540","1690"
"1540","1786"
"1540","2900"
"1540","2957"
"1540","3430"
"1540","3656"
"1540","3765"
"1540","4045"
"1541","3643"
"1543","3230"
"1543","4626"
"1544","1643"
"1544","1807"
"1544","1864"
"1545","2855"
"1545","3267"
"1547","1615"
"1547","3597"
"1547","3681"
"1547","3815"
"1547","3860"
"1547","3950"
"1547","4037"
"1547","4047"
"1547","4129"
"1547","4197"
"1547","4792"
"1549","1804"
"1549","3675"
"1551","3597"
"1551","3817"
"1551","4031"
"1551","4072"
"1551","4093"
"1551","4153"
"1552","1553"
"1552","1568"
"1552","1576"
"1552","1579"
"1552","1638"
"1552","1657"
"1552","1795"
"1552","1807"
"1552","1864"
"1552","1879"
"1552","2866"
"1552","2939"
"1552","3162"
"1552","3246"
"1552","3261"
"1552","3430"
"1552","3980"
"1552","4329"
"1552","4339"
"1552","4352"
"1552","4444"
"1552","4537"
"1552","4586"
"1553","1566"
"1553","1568"
"1553","1573"
"1553","1576"
"1553","1579"
"1553","1585"
"1553","1603"
"1553","1626"
"1553","1640"
"1553","1643"
"1553","1649"
"1553","1653"
"1553","1756"
"1553","1757"
"1553","1820"
"1553","1826"
"1553","1827"
"1553","1828"
"1553","1830"
"1553","1845"
"1553","1847"
"1553","1848"
"1553","1858"
"1553","1864"
"1553","1869"
"1553","2861"
"1553","2900"
"1553","3139"
"1553","3149"
"1553","3150"
"1553","3153"
"1553","3173"
"1553","3207"
"1553","3213"
"1553","3261"
"1553","3266"
"1553","3318"
"1553","3325"
"1553","3327"
"1553","3341"
"1553","3382"
"1553","3398"
"1553","3410"
"1553","3422"
"1553","3430"
"1553","3471"
"1553","3759"
"1553","3881"
"1553","3913"
"1553","3980"
"1553","4027"
"1553","4663"
"1554","3850"
"1554","4331"
"1554","4419"
"1554","4673"
"1557","1759"
"1559","2211"
"1559","4545"
"1562","1838"
"1565","1862"
"1566","1573"
"1566","1733"
"1566","1832"
"1566","1864"
"1566","1879"
"1566","1993"
"1566","2293"
"1566","2539"
"1566","3150"
"1566","3179"
"1566","3188"
"1566","3195"
"1566","3197"
"1566","3234"
"1566","3246"
"1566","3266"
"1566","3319"
"1566","3411"
"1566","3430"
"1566","3471"
"1566","3507"
"1566","3626"
"1566","3717"
"1566","3765"
"1566","4003"
"1566","4558"
"1566","4815"
"1568","2866"
"1568","3176"
"1568","3190"
"1568","3194"
"1568","3195"
"1568","3200"
"1568","3206"
"1568","3213"
"1568","3272"
"1568","3337"
"1568","3361"
"1568","3398"
"1568","3830"
"1568","4135"
"1568","4592"
"1569","2520"
"1569","3025"
"1570","3191"
"1570","3986"
"1570","4383"
"1570","4410"
"1570","4544"
"1571","1804"
"1573","1576"
"1573","1651"
"1573","1690"
"1573","1807"
"1573","1826"
"1573","1848"
"1573","1864"
"1573","3149"
"1573","3153"
"1573","3162"
"1573","3193"
"1573","3307"
"1573","3319"
"1573","3980"
"1573","4027"
"1573","4031"
"1573","4595"
"1573","4928"
"1574","1832"
"1576","1643"
"1576","1657"
"1576","1685"
"1576","1690"
"1576","1692"
"1576","1807"
"1576","1826"
"1576","1851"
"1576","1864"
"1576","1877"
"1576","3162"
"1576","3202"
"1576","3246"
"1576","3266"
"1576","3275"
"1576","3283"
"1576","3319"
"1576","3364"
"1576","3430"
"1576","4031"
"1576","4197"
"1576","4575"
"1576","4853"
"1577","3717"
"1579","2136"
"1579","2805"
"1579","2861"
"1579","3299"
"1579","4845"
"1580","2759"
"1583","1776"
"1586","3446"
"1590","1624"
"1590","2914"
"1590","2940"
"1590","2948"
"1590","3439"
"1590","3539"
"1590","3675"
"1590","3814"
"1590","3920"
"1590","4068"
"1590","4116"
"1590","4120"
"1590","4301"
"1591","1624"
"1595","1649"
"1595","1657"
"1595","2223"
"1595","3319"
"1595","3482"
"1595","3589"
"1595","4594"
"1596","1708"
"1596","3154"
"1596","4250"
"1596","4406"
"1597","1657"
"1597","3307"
"1597","3318"
"1597","3380"
"1597","3913"
"1600","1807"
"1600","3799"
"1600","4137"
"1601","1661"
"1601","2969"
"1603","1643"
"1603","1651"
"1603","1657"
"1603","1757"
"1603","1828"
"1603","1851"
"1603","1864"
"1603","3162"
"1603","3261"
"1603","4663"
"1606","1715"
"1606","2867"
"1606","2921"
"1606","3277"
"1606","3421"
"1606","4152"
"1606","4751"
"1606","4886"
"1606","4895"
"1609","3893"
"1610","1740"
"1610","1749"
"1610","4751"
"1610","4835"
"1611","1616"
"1611","3589"
"1611","3675"
"1613","2149"
"1613","4090"
"1613","4444"
"1614","4252"
"1615","1738"
"1615","1749"
"1615","2103"
"1615","2604"
"1615","2929"
"1615","3213"
"1615","3416"
"1615","3421"
"1615","3498"
"1615","3517"
"1615","3531"
"1615","3597"
"1615","3643"
"1615","3675"
"1615","3684"
"1615","3716"
"1615","3752"
"1615","3755"
"1615","3763"
"1615","3772"
"1615","3793"
"1615","3815"
"1615","3844"
"1615","3860"
"1615","3870"
"1615","3876"
"1615","3877"
"1615","3881"
"1615","3901"
"1615","3927"
"1615","3928"
"1615","3936"
"1615","3950"
"1615","3962"
"1615","3976"
"1615","3985"
"1615","3987"
"1615","3989"
"1615","3993"
"1615","4035"
"1615","4040"
"1615","4051"
"1615","4056"
"1615","4082"
"1615","4105"
"1615","4129"
"1615","4131"
"1615","4134"
"1615","4135"
"1615","4139"
"1615","4142"
"1615","4143"
"1615","4144"
"1615","4151"
"1615","4152"
"1615","4153"
"1615","4159"
"1615","4161"
"1615","4440"
"1615","4444"
"1615","4629"
"1615","4792"
"1615","4794"
"1615","4840"
"1616","1624"
"1616","4361"
"1616","4780"
"1619","1653"
"1619","2223"
"1619","2917"
"1619","3517"
"1619","3602"
"1619","3791"
"1619","4085"
"1619","4094"
"1619","4144"
"1619","4161"
"1619","4534"
"1619","4595"
"1619","4733"
"1620","2956"
"1620","4323"
"1622","2973"
"1622","3771"
"1622","4895"
"1624","1626"
"1624","1635"
"1624","1638"
"1624","1649"
"1624","1713"
"1624","1772"
"1624","1773"
"1624","1978"
"1624","2861"
"1624","2866"
"1624","3025"
"1624","3166"
"1624","3167"
"1624","3188"
"1624","3232"
"1624","3234"
"1624","3246"
"1624","3290"
"1624","3291"
"1624","3325"
"1624","3333"
"1624","3341"
"1624","3387"
"1624","3430"
"1624","3448"
"1624","3450"
"1624","3675"
"1624","3826"
"1624","3830"
"1624","3908"
"1624","4256"
"1624","4361"
"1624","4663"
"1624","4928"
"1624","4990"
"1625","3608"
"1625","4620"
"1626","1757"
"1626","1864"
"1629","2369"
"1629","2427"
"1631","2404"
"1631","4271"
"1632","3672"
"1635","2821"
"1635","2914"
"1635","3040"
"1635","4153"
"1635","4162"
"1638","1795"
"1638","1867"
"1638","4460"
"1638","4714"
"1639","2225"
"1639","3531"
"1639","4725"
"1639","4743"
"1640","1850"
"1640","2866"
"1640","2869"
"1640","3149"
"1640","3153"
"1640","3185"
"1640","3246"
"1640","3266"
"1640","3290"
"1640","3314"
"1640","3318"
"1640","3319"
"1640","3341"
"1640","3364"
"1640","3367"
"1640","3387"
"1640","3398"
"1640","3410"
"1640","3471"
"1640","3684"
"1640","3759"
"1640","3781"
"1640","3980"
"1640","4027"
"1640","4048"
"1640","4090"
"1641","2431"
"1642","3309"
"1642","3694"
"1642","4143"
"1642","4400"
"1643","1653"
"1643","1655"
"1643","1690"
"1643","1757"
"1643","1826"
"1643","1827"
"1643","1830"
"1643","1832"
"1643","1848"
"1643","1858"
"1643","1864"
"1643","2900"
"1643","2962"
"1643","3149"
"1643","3150"
"1643","3162"
"1643","3200"
"1643","3202"
"1643","3213"
"1643","3219"
"1643","3222"
"1643","3246"
"1643","3261"
"1643","3266"
"1643","3275"
"1643","3276"
"1643","3307"
"1643","3318"
"1643","3319"
"1643","3325"
"1643","3333"
"1643","3341"
"1643","3348"
"1643","3382"
"1643","3395"
"1643","3398"
"1643","3410"
"1643","3414"
"1643","3422"
"1643","3471"
"1643","3589"
"1643","3652"
"1643","3980"
"1643","4031"
"1643","4190"
"1643","4595"
"1643","4663"
"1643","4853"
"1645","2912"
"1645","4044"
"1645","4109"
"1645","4205"
"1645","4658"
"1646","2822"
"1646","3815"
"1646","3860"
"1646","3987"
"1646","4008"
"1646","4058"
"1647","3578"
"1649","1873"
"1649","2223"
"1649","2900"
"1649","3147"
"1649","3202"
"1649","3261"
"1649","3319"
"1649","3382"
"1649","3421"
"1649","3566"
"1649","3694"
"1649","3709"
"1649","3765"
"1649","3781"
"1649","3854"
"1649","3928"
"1649","3957"
"1649","4051"
"1649","4082"
"1649","4400"
"1650","1682"
"1651","1873"
"1651","4751"
"1653","1713"
"1653","1738"
"1653","1750"
"1653","1987"
"1653","3036"
"1653","3188"
"1653","3213"
"1653","3300"
"1653","3394"
"1653","3406"
"1653","3410"
"1653","3446"
"1653","3484"
"1653","3489"
"1653","3498"
"1653","3501"
"1653","3536"
"1653","3597"
"1653","3605"
"1653","3622"
"1653","3639"
"1653","3643"
"1653","3647"
"1653","3675"
"1653","3684"
"1653","3694"
"1653","3705"
"1653","3752"
"1653","3755"
"1653","3763"
"1653","3793"
"1653","3815"
"1653","3817"
"1653","3844"
"1653","3846"
"1653","3851"
"1653","3858"
"1653","3860"
"1653","3870"
"1653","3872"
"1653","3876"
"1653","3881"
"1653","3901"
"1653","3913"
"1653","3919"
"1653","3921"
"1653","3927"
"1653","3972"
"1653","3980"
"1653","3989"
"1653","4002"
"1653","4027"
"1653","4031"
"1653","4034"
"1653","4040"
"1653","4045"
"1653","4051"
"1653","4056"
"1653","4058"
"1653","4072"
"1653","4082"
"1653","4083"
"1653","4093"
"1653","4094"
"1653","4103"
"1653","4105"
"1653","4121"
"1653","4123"
"1653","4124"
"1653","4131"
"1653","4135"
"1653","4136"
"1653","4139"
"1653","4142"
"1653","4144"
"1653","4152"
"1653","4153"
"1653","4154"
"1653","4159"
"1653","4161"
"1653","4162"
"1653","4235"
"1653","4418"
"1654","1710"
"1654","1793"
"1654","1842"
"1654","3352"
"1654","3643"
"1654","3919"
"1654","4046"
"1654","4444"
"1654","4607"
"1655","1690"
"1655","1826"
"1655","3277"
"1655","3319"
"1655","3325"
"1655","3430"
"1655","3597"
"1655","4027"
"1655","4031"
"1655","4327"
"1655","4489"
"1657","1864"
"1657","2363"
"1657","3162"
"1657","3173"
"1657","3195"
"1657","3197"
"1657","3205"
"1657","3213"
"1657","3246"
"1657","3261"
"1657","3266"
"1657","3307"
"1657","3314"
"1657","3318"
"1657","3325"
"1657","3387"
"1657","3395"
"1657","3410"
"1658","4468"
"1658","4523"
"1661","2086"
"1661","4039"
"1662","2917"
"1662","3436"
"1664","3092"
"1664","3394"
"1664","4069"
"1665","1967"
"1665","2076"
"1665","2594"
"1665","2855"
"1665","2862"
"1665","3765"
"1665","3814"
"1665","3865"
"1665","4876"
"1666","1796"
"1666","2119"
"1666","3025"
"1666","3040"
"1666","3144"
"1666","3277"
"1666","3874"
"1666","3933"
"1666","4733"
"1668","3546"
"1668","4256"
"1668","4445"
"1668","4536"
"1668","4846"
"1672","3675"
"1673","1756"
"1673","3180"
"1673","3246"
"1673","3411"
"1674","2922"
"1674","3574"
"1675","1764"
"1675","3137"
"1675","4639"
"1678","4413"
"1680","4589"
"1680","4717"
"1680","4733"
"1680","4826"
"1681","3354"
"1681","4559"
"1684","3854"
"1684","3935"
"1685","1784"
"1685","1864"
"1685","3395"
"1685","4031"
"1686","3524"
"1686","4886"
"1688","3617"
"1688","3635"
"1688","4801"
"1690","1784"
"1690","1851"
"1690","1858"
"1690","1864"
"1690","2861"
"1690","3167"
"1690","3202"
"1690","3266"
"1690","3275"
"1690","4031"
"1690","4048"
"1690","4595"
"1690","4845"
"1691","3394"
"1692","1858"
"1692","2861"
"1692","3980"
"1692","4197"
"1693","2501"
"1693","3184"
"1693","4361"
"1693","4895"
"1694","3772"
"1694","3913"
"1694","4056"
"1694","4383"
"1697","1870"
"1697","2388"
"1697","3723"
"1698","2430"
"1699","3684"
"1699","4114"
"1699","4608"
"1699","4714"
"1700","2855"
"1700","2968"
"1700","4739"
"1702","4159"
"1702","4600"
"1703","3184"
"1703","3504"
"1703","4344"
"1703","4371"
"1703","4597"
"1703","4673"
"1703","4801"
"1704","3958"
"1704","4749"
"1705","4200"
"1707","2135"
"1707","2534"
"1707","3040"
"1707","3543"
"1707","3763"
"1707","3781"
"1707","3983"
"1707","4123"
"1707","4762"
"1708","3313"
"1709","4733"
"1709","4777"
"1709","4781"
"1710","1987"
"1710","3367"
"1710","3605"
"1710","3716"
"1710","4008"
"1710","4594"
"1713","3367"
"1715","3191"
"1715","4226"
"1715","4327"
"1715","4828"
"1716","2867"
"1716","2917"
"1716","2921"
"1716","3684"
"1716","3851"
"1716","3877"
"1716","4068"
"1716","4342"
"1716","4350"
"1716","4413"
"1716","4524"
"1716","4578"
"1716","4591"
"1716","4611"
"1716","4771"
"1716","4835"
"1719","3165"
"1719","3219"
"1719","3229"
"1719","3269"
"1719","3307"
"1719","3329"
"1719","3398"
"1719","3544"
"1719","3781"
"1720","2921"
"1720","3485"
"1720","4226"
"1721","2427"
"1722","1725"
"1722","2884"
"1722","2895"
"1722","3258"
"1722","3376"
"1722","3436"
"1722","3736"
"1722","4235"
"1722","4594"
"1722","4751"
"1723","3394"
"1725","1825"
"1725","2862"
"1725","2921"
"1725","3901"
"1725","4327"
"1725","4780"
"1727","3165"
"1727","3504"
"1727","4383"
"1727","4413"
"1727","4597"
"1728","4225"
"1729","1733"
"1731","4890"
"1732","2968"
"1732","4423"
"1733","1925"
"1733","3176"
"1733","3753"
"1733","3866"
"1733","3957"
"1733","4145"
"1734","2140"
"1734","3025"
"1734","3146"
"1734","3201"
"1734","3259"
"1734","3277"
"1734","3288"
"1734","3344"
"1734","3348"
"1734","3376"
"1734","3384"
"1734","3390"
"1734","3406"
"1734","3482"
"1734","4406"
"1734","4538"
"1734","4733"
"1734","4814"
"1735","4095"
"1737","2867"
"1738","3439"
"1738","3531"
"1738","4161"
"1738","4618"
"1738","4840"
"1740","2155"
"1740","2923"
"1740","3274"
"1740","3559"
"1740","4047"
"1741","1750"
"1741","1987"
"1741","4809"
"1742","3737"
"1744","3482"
"1744","3684"
"1744","4135"
"1744","4788"
"1749","4870"
"1750","1766"
"1750","1970"
"1750","2295"
"1750","2486"
"1750","3531"
"1750","3597"
"1750","3608"
"1750","3633"
"1750","3681"
"1750","3815"
"1750","3936"
"1750","4008"
"1750","4037"
"1750","4066"
"1750","4120"
"1750","4323"
"1750","4493"
"1750","4573"
"1750","4629"
"1752","4917"
"1756","3738"
"1756","4638"
"1757","1807"
"1757","1826"
"1757","1851"
"1757","1864"
"1757","2861"
"1757","3150"
"1757","3162"
"1757","3165"
"1757","3173"
"1757","3197"
"1757","3202"
"1757","3266"
"1757","3275"
"1757","3307"
"1757","3319"
"1757","3325"
"1757","3716"
"1757","4048"
"1757","4663"
"1757","4853"
"1759","1913"
"1759","3557"
"1762","3141"
"1762","3439"
"1762","3539"
"1762","4222"
"1762","4444"
"1763","4589"
"1764","2813"
"1764","4423"
"1764","4618"
"1764","4629"
"1766","1768"
"1766","1967"
"1766","1970"
"1766","2103"
"1766","2336"
"1766","2387"
"1766","2388"
"1766","2427"
"1766","2453"
"1766","2475"
"1766","2477"
"1766","2557"
"1766","2578"
"1766","2588"
"1766","2589"
"1766","2591"
"1766","2594"
"1766","2962"
"1766","3368"
"1766","3452"
"1766","3597"
"1766","3814"
"1766","4098"
"1766","4099"
"1766","4153"
"1766","4399"
"1766","4406"
"1766","4408"
"1766","4479"
"1766","4594"
"1766","4636"
"1766","4829"
"1768","1967"
"1768","2557"
"1768","3814"
"1768","4098"
"1768","4099"
"1769","3414"
"1769","4007"
"1769","4035"
"1771","2534"
"1771","3201"
"1771","3468"
"1771","3717"
"1771","4444"
"1772","1842"
"1772","4156"
"1772","4780"
"1775","3812"
"1776","1909"
"1781","2381"
"1781","2927"
"1781","3025"
"1781","3162"
"1781","3371"
"1781","4281"
"1781","4463"
"1782","2173"
"1783","2979"
"1783","3080"
"1783","3824"
"1784","1864"
"1784","3180"
"1784","3371"
"1784","3430"
"1785","2524"
"1785","4003"
"1786","3173"
"1786","3319"
"1786","4017"
"1786","4125"
"1786","4137"
"1787","2505"
"1787","3574"
"1787","3921"
"1789","3544"
"1792","4724"
"1792","4751"
"1793","1987"
"1793","4008"
"1793","4840"
"1794","1847"
"1795","2921"
"1795","3536"
"1795","4322"
"1795","4414"
"1796","4846"
"1798","1980"
"1798","2159"
"1798","4256"
"1798","4523"
"1798","4626"
"1798","4724"
"1800","4497"
"1800","4844"
"1802","2740"
"1802","4400"
"1807","1848"
"1807","1993"
"1807","4027"
"1807","4135"
"1807","4633"
"1808","3277"
"1809","1847"
"1809","2907"
"1809","2924"
"1809","4400"
"1809","4633"
"1811","4122"
"1813","1837"
"1816","3079"
"1817","4557"
"1818","2740"
"1818","3969"
"1820","2900"
"1820","2941"
"1820","3107"
"1820","3283"
"1820","4031"
"1820","4914"
"1821","1858"
"1821","3318"
"1821","3430"
"1825","1879"
"1825","2867"
"1825","3617"
"1825","4413"
"1825","4595"
"1825","4751"
"1825","4762"
"1826","1848"
"1826","1858"
"1826","1864"
"1826","2805"
"1826","3202"
"1826","3319"
"1826","3426"
"1826","3980"
"1826","4008"
"1826","4048"
"1826","4541"
"1827","2363"
"1827","2592"
"1827","3229"
"1827","3261"
"1827","3318"
"1827","3325"
"1827","3527"
"1827","3781"
"1827","3881"
"1827","4886"
"1828","1829"
"1828","1960"
"1828","3173"
"1828","3271"
"1828","3388"
"1828","3390"
"1828","3768"
"1828","3772"
"1828","3854"
"1828","4116"
"1828","4128"
"1828","4142"
"1828","4313"
"1828","4547"
"1828","4618"
"1828","4663"
"1828","4853"
"1829","2371"
"1829","2867"
"1830","1960"
"1830","3333"
"1831","2471"
"1831","3995"
"1831","4400"
"1832","1858"
"1832","1879"
"1832","2336"
"1832","3159"
"1832","4598"
